,AGE,SEX,CLASS,INCTOT
122814,72,M,lm,14400
98350,42,F,lm,25888
102826,70,M,lm,35341
97834,37,M,lm,39016
96034,43,F,lm,23000
3874,48,M,um,150002
67689,39,F,um,91311
118989,47,M,lm,19003
53086,44,M,um,90780
6683,45,F,um,117159
1115,22,M,u,4300
141374,35,M,lm,34007
130327,79,F,lm,40774
62879,33,F,um,160
97312,32,M,lm,20001
86061,34,M,lm,35500
11748,26,M,um,20010
55587,46,F,um,60000
49609,49,M,um,73840
27394,15,M,um,0
27115,32,F,um,76005
120551,40,M,lm,28000
5499,25,M,um,108200
118538,45,F,lm,20411
5669,48,F,um,130050
101902,69,M,lm,21444
143611,15,F,lm,0
41591,38,F,um,37400
33187,43,M,um,70000
114710,54,M,lm,40008
24107,17,M,um,0
115338,21,M,lm,0
41457,46,F,um,14000
40369,43,M,um,90506
27969,41,F,um,25185
22699,63,F,lm,7087
47890,31,F,um,38031
111462,22,F,l,10900
38982,17,F,um,0
38983,27,F,um,48010
93001,51,F,lm,68662
113996,23,M,lm,0
99638,51,M,lm,37010
48752,65,F,um,113208
94404,50,F,lm,21389
21621,28,M,um,70025
126376,36,M,lm,3600
66668,52,F,um,31008
148910,23,M,w,11510
79840,53,M,um,45000
32946,47,M,lm,75000
162140,34,F,w,20500
185115,51,F,l,0
33259,21,M,um,3000
90950,16,M,lm,0
170628,48,M,l,15000
60351,48,F,um,0
165276,72,F,w,18600
104560,27,F,lm,10710
102153,33,F,lm,8002
171770,41,M,l,14000
42820,50,F,um,121401
117095,40,M,w,20000
10516,59,M,um,100253
83241,51,M,um,50162
146639,80,M,lm,22449
46460,43,F,um,57758
157384,26,M,w,7200
23078,52,M,um,120051
126682,53,F,lm,43442
44578,44,M,lm,50288
12200,54,M,um,150017
171022,78,M,l,14516
147847,62,F,w,0
88554,60,F,lm,28865
112560,57,M,lm,22276
109981,61,F,lm,28050
80370,47,F,um,61500
164275,39,F,w,19400
109105,34,F,lm,0
72049,24,F,lm,50002
23794,19,M,um,0
90868,35,F,lm,70254
74966,59,M,um,62026
56195,39,F,um,31003
85332,33,F,um,0
174191,58,F,l,0
168762,29,M,l,16000
99864,34,F,lm,63000
111433,32,F,lm,12100
15085,24,M,w,16541
140642,29,F,lm,0
63488,37,F,um,8000
76388,28,M,lm,52700
181624,61,F,l,3026
45121,36,F,um,10170
62719,76,M,um,35754
107812,54,M,lm,33000
9101,63,M,um,132594
112313,35,M,lm,53311
183769,60,M,l,0
18190,43,M,um,30000
43546,40,F,um,40511
152142,74,M,w,8256
70866,60,F,um,88388
136442,20,M,l,2000
132497,80,M,lm,39948
35310,58,M,um,35017
3569,54,F,um,71
104949,66,F,lm,41366
54920,61,F,um,105501
12793,44,M,um,105633
161432,24,M,w,10000
170762,52,F,l,1000
177016,42,M,l,5
67438,48,M,um,91615
22272,27,F,um,90000
31792,40,M,um,30000
11054,80,M,um,193029
56804,55,M,um,45224
81506,20,M,um,30100
79867,17,M,um,0
12664,41,M,um,204005
13199,63,F,um,172303
152287,40,M,w,27001
182616,33,F,l,0
147144,15,F,lm,20
73827,64,M,um,55014
69310,40,M,lm,20000
16324,60,M,um,120843
104112,51,M,lm,40000
118468,42,F,lm,49503
142448,80,F,lm,7625
53498,63,M,um,54034
77655,49,F,um,13200
161945,61,F,w,697
143516,19,M,w,25000
116700,23,M,lm,0
12911,42,M,um,205160
2061,49,F,u,240602
176980,78,M,l,9650
147461,36,F,lm,1
9731,60,F,um,129377
131126,80,M,lm,27670
22413,59,M,um,70000
173699,68,M,l,12144
127828,69,M,lm,24518
175734,55,F,l,8879
146822,51,F,lm,4200
177386,45,M,l,9266
120730,45,M,lm,45000
59243,32,M,um,80000
44743,54,M,um,48000
73089,65,F,um,22251
107780,20,M,lm,1500
82566,48,F,um,2253
179491,53,F,l,7000
84065,16,F,um,800
133148,62,F,lm,5648
68210,25,M,um,45058
147480,50,F,lm,30002
52031,32,F,w,18200
137368,85,M,lm,20130
48106,39,M,um,81000
184503,60,M,l,0
146380,72,M,lm,30616
66606,17,F,lm,0
105702,47,F,lm,40000
1409,27,F,u,42020
27936,37,M,um,75110
26517,75,M,um,111158
154361,38,M,w,12048
107815,21,F,lm,17000
112978,29,F,w,28001
158089,40,F,w,23432
128698,40,F,lm,26000
4566,18,F,um,24914
10072,34,F,um,100994
138714,15,M,lm,0
165816,75,M,w,9708
173161,65,M,l,12768
80873,57,M,um,48001
183530,46,M,l,0
59934,39,M,um,100005
69949,54,F,um,17505
128482,16,F,lm,0
162981,56,M,w,20001
2788,23,F,w,18010
121760,72,M,lm,47002
69266,15,M,um,0
66662,27,M,um,11
75533,25,F,um,46600
83461,15,F,um,0
80965,68,F,um,30007
21613,59,M,um,83525
63619,17,F,um,0
22866,35,F,um,52041
78332,53,F,um,22100
173089,73,M,l,12812
44108,40,F,um,40016
116251,33,M,lm,50502
155247,33,F,w,25002
93519,44,M,w,28025
156291,47,M,w,5000
120411,38,F,lm,48003
23400,72,F,um,14031
172217,38,F,l,10052
93412,48,M,lm,66777
21491,32,F,um,30000
140582,40,F,lm,22626
85325,38,F,um,15005
36841,20,M,um,22000
151662,33,M,w,27500
175151,46,M,l,9000
33373,46,M,um,81001
142790,31,F,l,15005
52098,28,F,l,0
137639,36,M,lm,14000
71703,52,F,l,10000
69503,37,M,um,70000
34616,36,F,um,57100
118150,27,F,lm,8233
120276,25,M,lm,40020
83905,45,F,lm,50005
59176,65,M,um,16300
166865,56,M,l,8772
5690,44,F,um,165004
112057,48,M,lm,24000
161210,18,M,w,433
53227,48,M,um,32001
14133,58,M,um,122500
157705,42,F,w,23000
168502,85,F,w,16188
68796,18,M,um,0
113990,26,M,lm,20053
157982,85,F,w,23514
58995,32,M,um,100644
143302,25,F,w,16175
38375,15,M,um,2
86697,35,M,lm,50001
105688,57,M,lm,22882
26671,40,F,um,73002
127094,25,M,lm,13000
64029,29,F,um,51072
109956,20,M,lm,3000
144797,65,F,lm,30000
148858,16,F,w,4859
32023,45,M,um,41550
2937,37,M,u,359850
155114,37,M,w,25021
172676,69,M,l,13200
80931,39,M,um,44000
77984,15,F,um,60179
83694,30,M,l,12000
100030,77,F,lm,62895
68596,85,F,um,12287
51118,36,M,um,40040
124952,66,F,lm,0
41247,53,M,lm,52270
106926,35,F,lm,42021
92534,32,M,lm,10668
28740,35,F,um,88016
93205,42,F,lm,25000
122318,24,M,lm,35751
169407,17,M,l,635
178816,19,M,l,2001
108982,34,M,lm,32000
167412,77,F,w,17002
157772,41,M,w,18750
114157,29,F,lm,22005
154832,60,M,w,14400
130088,15,M,lm,6000
99837,34,F,lm,33001
17296,50,F,um,64100
37681,54,M,um,75000
17996,62,M,um,145009
131733,37,F,lm,40000
55320,56,F,um,28025
148592,62,F,w,29880
16999,66,M,um,74520
14963,15,F,um,214
118864,45,F,lm,49075
59661,46,M,um,80050
75467,46,M,um,64727
166849,39,F,w,5801
171114,60,F,l,0
127464,40,M,lm,40000
77418,18,M,um,0
99453,46,F,lm,32790
125325,85,F,lm,9659
151173,80,F,w,17131
152928,15,F,w,0
66098,43,M,um,38050
173339,80,M,l,12559
165217,73,F,w,18659
124620,26,M,lm,45000
7500,60,M,um,200020
83725,55,F,um,36170
18653,27,F,um,30000
56290,60,M,um,69000
178311,77,F,l,8628
30115,44,F,um,49972
37497,60,F,um,10002
89027,16,M,lm,0
23998,16,M,um,4
41417,50,F,um,32017
41995,51,M,um,32080
108816,51,M,l,0
133892,63,F,lm,38863
102770,60,M,lm,30501
77825,63,M,um,30000
85918,70,M,lm,60586
184179,85,M,l,0
32506,70,F,l,0
101710,42,M,lm,7500
106209,55,F,lm,38023
156393,78,M,w,12000
161871,77,F,w,8618
177595,24,F,l,9000
149086,68,F,l,0
102072,39,M,lm,50010
34757,58,M,um,21000
41468,57,M,um,45000
108623,15,M,lm,0
88055,27,F,lm,12005
93258,48,M,lm,68310
121393,33,M,lm,41000
343,30,F,u,1100057
158151,22,F,l,6480
37459,27,M,um,130621
113550,80,F,lm,17400
168686,41,M,l,16000
42531,50,F,um,20000
31616,48,M,um,100010
107282,45,M,lm,25000
162231,74,M,l,8280
23419,56,F,lm,37200
133838,75,M,lm,38902
63316,40,M,um,54016
171319,29,F,l,14360
66679,26,M,um,90000
100870,26,F,lm,40020
15274,39,M,um,150888
54923,23,M,um,90000
12963,47,M,um,165002
1006,41,F,u,257994
54594,57,F,um,50000
107222,20,M,l,13000
163736,50,M,w,5000
20257,66,M,um,144507
146255,31,M,lm,30730
94882,50,M,lm,67000
44469,42,F,um,20000
169090,54,M,l,3500
48413,37,F,um,40025
914,46,M,u,540021
68719,38,M,um,30000
169253,70,F,l,15640
26202,69,F,um,94482
148382,33,F,w,30000
122401,60,F,lm,46498
88706,85,F,lm,32785
152293,55,F,w,0
83594,26,M,um,36400
38409,20,M,um,28000
135899,29,M,lm,13338
16826,24,F,um,20000
107861,43,M,lm,57000
137504,16,F,lm,0
45460,35,F,um,65000
142212,55,F,lm,8400
174436,69,F,l,11820
5496,49,F,um,138015
105333,59,F,lm,22
25334,16,M,um,20
131901,52,F,lm,0
80077,57,F,um,20819
123453,56,M,lm,32213
91864,85,F,w,19976
154369,50,F,w,9540
131827,51,F,lm,18000
24405,25,M,um,20004
109188,47,M,lm,48900
63674,28,F,lm,35001
24214,56,F,um,44286
177698,69,M,l,9000
107337,59,M,lm,57306
64926,69,F,um,40223
49383,42,M,lm,70274
88452,32,F,lm,0
126540,60,M,lm,28008
165273,23,F,l,400
133270,72,M,lm,30935
137462,51,M,lm,36237
29969,47,M,um,105846
52371,30,M,lm,58681
104986,68,F,lm,7188
47087,38,F,um,25100
61351,58,F,um,35000
121690,26,F,lm,35007
175323,69,F,l,10884
65295,25,F,um,9100
56678,53,F,um,41264
18294,73,M,um,146470
9476,69,F,um,120850
33498,27,M,um,15000
17616,69,F,w,8209
157919,75,F,w,11520
63952,26,F,um,80
136070,20,M,lm,3200
8550,16,M,um,0
14305,66,F,um,186479
108452,38,F,lm,56371
119248,39,F,lm,14640
27390,17,F,um,0
2755,47,M,u,142749
143573,55,F,lm,32440
10167,66,M,um,165103
38986,44,M,um,59005
156187,22,M,w,20000
134744,61,F,lm,0
30287,54,M,um,82675
31727,53,M,um,98006
101079,17,M,lm,2000
3838,56,F,um,72800
167252,77,M,w,17172
134354,63,F,lm,1500
100330,20,F,lm,16500
177165,55,F,l,9540
140710,25,M,lm,34560
20483,58,F,um,0
7149,55,F,um,75037
28586,70,F,um,92410
116625,85,M,lm,32063
144564,34,F,lm,0
29760,35,M,lm,61293
93024,76,M,lm,34320
31850,65,M,um,50002
10908,46,F,um,76000
156695,56,M,l,1536
35333,44,M,um,55010
163967,69,F,w,8748
54048,55,M,um,50477
156559,70,M,w,24467
113274,65,M,lm,20152
182496,23,F,l,1350
77301,18,F,um,26000
109886,26,F,w,0
32263,79,F,um,4859
130598,51,F,lm,10000
16042,54,F,um,8325
181343,53,F,l,3748
34497,26,F,lm,20000
160905,53,M,w,12000
20121,45,F,um,12000
37174,16,F,um,5000
134133,49,M,lm,36801
95238,37,M,lm,15576
4194,41,F,um,0
117588,35,F,lm,0
120303,34,F,lm,48010
53183,61,F,um,37530
25450,28,M,lm,30005
136503,48,F,lm,37000
134715,68,M,lm,38148
149091,76,F,w,14700
66119,46,F,um,50100
11751,62,M,um,42872
140100,21,F,lm,0
723,43,F,u,700808
125938,58,M,lm,36040
176319,69,F,l,10020
170652,66,F,l,14995
19880,68,F,um,13201
175999,56,M,l,10259
23216,49,F,um,52000
83748,64,F,um,33963
136707,62,M,lm,22536
160340,65,F,w,7200
42426,22,M,um,17510
48321,51,M,um,64002
56347,21,F,um,11000
144417,56,M,lm,32000
120236,27,F,w,23052
108198,25,M,w,19200
65320,51,M,lm,65303
91577,19,F,lm,13500
172941,69,F,l,13000
149320,43,F,w,5100
68505,45,M,um,90389
159929,41,F,w,22012
10258,43,M,um,165000
30127,58,M,um,145160
180371,48,M,l,0
157328,57,M,w,24000
28122,39,M,um,150050
65078,30,M,lm,15000
23545,47,M,um,60200
84233,20,F,um,14500
106827,62,M,lm,50962
93891,31,F,lm,20000
86989,29,M,lm,8700
31207,22,F,um,10500
39215,74,M,um,127530
3277,61,F,um,240706
131016,48,F,lm,187
149700,27,F,w,11000
149344,40,F,w,9516
129072,35,F,lm,35820
46865,22,M,um,900
151050,30,F,w,28000
122883,40,M,lm,46014
181257,38,F,l,0
180089,48,M,l,6000
162330,48,F,w,0
149860,68,M,w,19201
173954,17,F,l,0
139805,32,M,lm,35000
109902,50,F,w,18000
93271,16,F,lm,0
85287,39,F,um,30007
118534,47,M,lm,27419
79392,64,F,um,80015
129573,16,M,lm,12000
19125,44,F,um,70003
96805,56,M,lm,53000
113524,67,F,lm,13191
158463,52,M,w,0
9510,42,M,um,104010
95079,79,F,lm,10727
45240,23,M,um,13178
23555,28,M,um,51610
154701,63,M,w,25274
9387,49,F,um,131456
42894,79,M,um,121622
45252,36,M,um,90460
172619,76,M,l,13200
77798,17,F,um,0
183857,23,M,l,0
98735,22,M,lm,41001
82516,54,M,um,76871
59466,49,M,um,100077
127215,35,M,lm,20000
99029,41,F,lm,6000
68660,65,F,um,90240
41607,41,M,um,111898
718,56,M,u,694328
67522,21,M,w,17237
38410,17,M,um,0
64703,39,M,um,34000
177125,22,M,l,0
38216,30,F,um,23100
35940,30,M,um,134000
119634,32,M,lm,48595
126271,18,M,lm,3274
90694,47,F,lm,0
27965,21,F,um,1000
14671,64,M,um,196100
105001,78,F,lm,22609
147727,36,M,w,30000
149850,77,F,w,28877
175180,20,M,l,11000
163342,80,M,w,11000
21713,15,M,um,5
73734,62,F,um,85094
64790,22,F,l,8600
79808,41,M,um,80000
97580,34,M,lm,35000
128470,31,M,lm,40011
41717,52,F,um,120
89479,37,M,lm,31363
18514,62,M,lm,19259
4142,15,M,um,3002
63681,54,M,lm,70000
139211,49,M,lm,35042
110934,23,M,lm,7400
146247,35,F,lm,8796
111413,35,M,l,6001
173274,80,F,l,12611
135049,28,M,lm,38000
168669,72,M,w,8001
3105,31,F,u,110600
181746,80,M,l,3000
56156,41,M,um,55000
128825,49,F,lm,0
110167,24,F,l,2
45151,35,M,um,102500
10174,35,M,um,120162
34606,52,F,um,41081
101953,57,M,lm,17097
35265,30,F,um,65056
135987,45,F,lm,37261
111377,85,M,lm,43044
135446,42,F,lm,36841
179997,15,F,l,2016
72300,23,F,w,26500
147043,44,M,lm,30100
16561,64,F,um,12691
40668,16,F,um,0
24768,63,M,um,70000
70097,19,F,um,9000
79134,60,F,um,80086
145561,69,M,lm,13259
157291,42,F,w,0
156410,48,M,w,24602
12160,37,M,um,202620
11717,41,F,lm,60029
30867,28,M,um,90150
52010,42,M,um,37072
107761,33,F,lm,15000
155492,15,M,w,0
56394,45,M,um,93016
78721,44,F,w,28000
67562,32,F,lm,46144
44300,25,M,um,120003
130317,21,M,lm,1
155981,29,F,w,0
130718,51,F,lm,40437
61512,47,M,um,66263
119450,36,M,l,6240
74461,47,F,um,50029
55636,22,M,um,10000
177872,40,F,l,8803
146508,60,M,lm,26000
17319,38,M,um,60081
42884,73,M,lm,51480
138229,36,M,w,22000
124151,26,F,l,6872
86382,51,F,um,80014
89229,80,M,lm,31741
100409,15,M,lm,0
179792,48,F,l,6500
50491,63,M,um,60272
75606,45,F,lm,15000
49217,34,F,um,67040
94796,15,F,lm,0
117689,44,M,lm,50000
134567,69,F,lm,15910
70626,41,M,um,58715
148481,38,F,w,30001
101063,25,M,w,22000
86185,65,M,lm,20381
61591,43,M,um,68200
173379,20,F,l,10104
161947,72,M,w,10348
136449,22,F,w,20000
47285,62,M,um,115217
71690,28,F,um,75096
38537,33,M,um,110000
40219,42,M,um,45000
117959,33,M,lm,38000
119332,65,F,lm,22576
92284,44,F,lm,6032
23208,31,M,um,130002
17029,45,F,um,52800
138548,39,F,lm,34436
72586,57,M,um,73000
44709,22,F,um,0
52516,54,F,um,108506
104429,27,M,lm,60000
54869,58,F,um,55042
29924,46,M,um,86200
166886,56,M,l,0
130915,57,F,lm,12059
100896,52,F,lm,5
73356,38,F,um,45720
171100,21,F,l,14460
56491,33,F,um,43883
9172,41,F,um,43003
55638,18,F,um,8000
67751,43,M,um,6060
82611,72,F,lm,43200
135529,74,F,lm,18324
21891,23,F,um,16000
139602,24,M,lm,0
164574,62,M,w,19188
16560,68,M,um,32400
104795,17,M,w,0
7372,52,F,um,13759
56006,52,M,lm,35000
114737,44,M,lm,38574
51216,34,F,um,110029
159380,43,M,w,15000
36944,57,M,um,76634
182145,59,F,l,1004
65630,70,F,um,30646
140657,48,F,l,2500
95904,45,F,lm,34010
141030,15,M,lm,0
144901,75,M,lm,14636
159442,60,F,w,22466
124220,36,F,lm,45043
20053,25,F,um,45982
118619,23,M,lm,30000
161168,71,M,w,21176
9303,57,F,um,59010
29990,50,F,um,16017
60167,32,F,um,22000
128512,18,M,lm,0
64689,32,F,w,25000
146200,65,F,lm,18988
39801,71,F,um,126459
59639,27,F,um,0
171018,62,F,l,4859
43102,16,M,um,0
175679,53,M,l,10537
41587,25,F,lm,0
59685,65,F,um,80023
88726,30,M,l,10013
106211,21,M,lm,9361
174364,73,M,l,8459
36793,23,F,um,17037
95160,56,F,lm,49600
118590,46,F,lm,25002
162103,85,F,w,7357
15051,44,M,um,74527
61204,32,M,lm,35000
62916,53,M,um,70200
177173,43,M,l,9536
149289,42,M,w,14000
67315,39,F,um,61747
117098,59,F,lm,50014
78711,29,M,um,45080
75943,55,M,lm,53040
39078,48,F,um,26000
55098,47,M,lm,60222
30231,54,F,um,40093
166570,62,F,w,9771
79215,43,F,um,11
184777,35,F,l,0
79233,37,M,um,55350
140831,53,M,l,8401
18531,58,F,um,23439
162135,25,F,l,0
2148,44,M,u,411929
15364,85,M,l,25
44499,37,F,lm,40000
29408,60,F,um,32030
112661,60,M,lm,53175
157247,63,M,w,24000
7677,15,M,um,0
17760,17,F,um,4211
97814,62,M,lm,28963
116429,85,M,lm,50328
11537,66,F,um,34767
91020,49,F,lm,14002
172178,67,F,l,13556
33496,63,F,um,2820
25493,85,F,um,60920
125632,50,F,lm,30025
84639,58,M,lm,33440
33472,64,M,um,59120
144618,66,F,lm,10262
54153,58,F,um,38386
63675,38,F,um,54801
14617,49,M,um,136472
18718,74,M,um,145610
165705,80,F,w,18206
12317,15,M,um,1021
41913,45,F,um,67100
80548,28,M,lm,40000
153660,32,M,w,26001
87113,33,M,lm,28510
35638,60,M,um,22526
12254,24,M,um,300
58889,68,F,um,29025
12559,39,M,um,97000
66100,57,M,um,33050
64877,32,M,um,40016
88635,22,F,lm,32000
36380,27,F,um,105000
99420,26,F,lm,18000
140098,53,F,lm,35000
18291,22,M,um,150000
102149,57,F,lm,28002
147648,30,M,w,0
151967,15,F,w,0
162754,24,F,l,20
32377,43,F,um,50005
150676,30,F,w,0
41387,48,M,um,74002
52429,50,M,um,450
128185,30,M,lm,30260
159003,32,F,w,17808
175108,20,F,l,10004
99828,67,M,lm,63001
25780,22,F,um,0
33704,15,M,um,0
146224,74,F,lm,10124
66255,36,M,lm,30003
63410,28,M,lm,30001
20520,67,M,um,161500
140079,57,M,w,30000
116330,42,F,lm,50000
144241,50,M,lm,32000
173094,76,M,l,12828
69627,80,M,um,65893
184267,24,M,l,0
105645,75,M,lm,41769
153754,30,F,w,24000
27498,56,M,um,130025
113093,59,M,lm,35000
83259,45,M,um,68510
43174,54,F,um,90000
106780,29,F,lm,36000
70281,61,M,um,19011
172143,55,F,l,13592
11212,17,M,um,1200
148485,85,F,w,7122
133526,38,F,lm,39001
15735,69,F,um,6077
178752,46,M,l,8100
63181,57,F,um,0
182363,21,M,l,600
61460,85,M,um,50000
156427,16,F,w,0
87310,42,F,lm,37777
92163,42,F,lm,50029
97192,29,M,lm,33016
158602,32,F,w,8000
76794,31,F,w,22675
184578,37,M,l,0
49659,16,F,um,0
135325,24,F,lm,0
36948,41,F,um,6323
73991,38,M,um,38003
134608,39,M,lm,38233
82858,44,M,um,75005
36911,51,M,um,107002
67178,43,F,l,9600
62917,52,F,um,26390
86519,16,F,lm,12059
17863,18,F,um,5800
75578,23,F,lm,23505
149194,30,M,w,9210
156761,74,F,w,24230
95816,15,M,lm,0
169331,85,F,l,15600
43149,39,F,um,68081
168849,23,M,l,16000
80169,67,F,um,9600
114172,23,M,lm,22000
169166,46,F,l,15695
48656,55,F,um,68001
143578,80,M,lm,22825
20562,71,F,um,132645
44807,67,F,um,17521
135936,61,F,lm,50
166151,22,F,w,10000
13869,19,M,um,0
65707,41,F,um,57617
93385,24,M,lm,49000
181271,19,M,l,4000
86948,47,M,lm,10786
74171,43,F,l,0
68301,28,M,lm,55403
35414,39,M,um,70000
148044,50,M,w,30000
183404,75,M,l,2
45597,65,F,um,20005
127198,35,M,lm,30005
104475,54,M,lm,20000
12553,55,M,um,165002
58126,32,F,um,30900
161049,43,F,w,21300
39660,46,M,um,55129
142859,36,M,lm,33000
93037,47,F,lm,317
176373,21,F,l,10002
46718,36,M,um,45000
102693,57,M,lm,21616
94457,61,F,lm,33800
105269,52,F,lm,25115
48101,37,F,um,30100
6710,22,F,l,3000
1151,36,F,lm,48000
23722,59,M,um,94251
175759,76,M,l,10440
124818,41,M,lm,10000
14629,80,F,um,14820
130880,23,M,lm,30021
129548,43,F,lm,0
113590,59,F,lm,47000
129325,44,M,lm,41539
14824,24,F,lm,37440
3670,53,M,um,262586
134760,25,F,l,8102
3499,52,M,um,151025
126700,67,F,lm,16823
37264,18,F,um,0
88551,53,F,lm,20059
132223,61,F,lm,0
132733,30,F,lm,27700
168044,80,M,w,10680
43691,37,M,um,89108
59654,44,F,lm,35028
40126,15,M,um,0
93681,33,M,lm,35005
144877,38,F,lm,15
185318,32,F,l,0
127831,40,M,lm,28605
103091,60,M,lm,60221
161890,70,M,w,13214
49755,47,M,um,44000
75056,24,F,l,9000
128051,58,M,lm,42177
9678,51,F,um,130022
33771,22,F,um,0
145280,78,F,lm,9659
54136,71,F,um,17079
4260,80,M,um,304519
15634,32,F,um,38587
135951,30,F,lm,14300
64994,50,F,um,60741
84632,59,F,um,677
16232,39,M,um,152024
151383,58,M,w,27732
39002,49,F,um,58002
176674,85,M,l,9996
96484,42,M,lm,40000
33948,31,F,um,80577
76852,35,F,um,30000
134471,21,M,lm,550
127836,43,M,lm,42603
160076,35,F,w,22000
82676,65,F,um,7858
59874,48,F,um,95013
140032,32,M,lm,35000
80234,67,M,lm,50825
57764,61,M,um,71057
170425,50,F,l,0
2529,53,F,um,225017
139654,37,F,lm,35000
144744,80,F,lm,31812
38421,57,F,um,27300
117304,63,M,lm,50001
1412,63,M,u,76877
16278,21,M,um,28027
24806,22,F,um,5600
134445,23,M,lm,15600
118927,65,F,lm,25640
6329,16,M,um,1200
135520,21,M,lm,0
138224,40,M,l,14000
133002,30,F,lm,0
18773,37,F,um,89733
64494,31,M,um,85002
179687,47,F,l,6700
48193,38,F,um,100097
162025,44,M,w,4000
91171,51,F,lm,70020
137327,25,F,lm,36398
52262,57,F,um,0
168766,34,F,l,8000
164682,36,F,w,19010
77376,37,F,um,32416
129027,85,M,lm,33668
81155,65,M,um,76392
114744,31,M,w,27027
173315,17,F,l,0
164741,30,M,w,19000
9315,68,F,um,24740
86482,78,F,w,20459
10334,31,M,um,143205
25607,40,F,um,22
179664,62,F,l,6792
30892,59,M,um,96206
93451,50,M,lm,33075
131153,36,M,lm,2652
117494,41,M,lm,32000
14811,38,M,um,120115
83404,38,M,w,24000
142579,36,F,lm,33120
138345,80,F,lm,14509
34424,65,M,um,136628
92068,45,F,lm,14016
80127,34,M,um,44050
14084,56,M,um,100000
77204,47,M,um,52000
84839,53,M,um,55010
12178,40,M,um,50000
64060,49,F,um,36032
56411,47,F,um,47286
157183,56,M,w,12000
33266,54,M,um,100040
24512,18,F,um,3000
47296,34,M,um,46210
23727,53,M,um,103400
3703,68,F,um,40462
31583,49,F,um,500
105415,41,F,lm,2860
35128,45,F,um,115200
184863,51,F,l,0
16555,54,M,um,109533
1522,18,M,u,8004
124746,52,M,w,30000
112761,30,M,lm,29000
112747,16,M,w,5035
114068,29,M,lm,40029
67420,52,F,um,75
82617,71,F,um,21816
81445,18,M,um,10010
60852,46,F,um,99210
78981,62,F,um,80172
69665,73,F,um,8584
98184,34,M,lm,29314
17424,29,M,um,102520
143277,56,F,lm,0
88793,38,F,lm,0
66123,43,M,um,75006
99138,80,M,lm,52343
155621,35,F,w,25000
97815,34,F,lm,1958
121102,19,F,l,200
108850,22,M,lm,56025
178007,59,F,l,8796
159876,61,M,l,8808
125403,29,M,lm,19265
82236,33,M,um,32000
113108,56,M,lm,49000
63930,16,M,um,0
103793,39,M,lm,30002
136071,19,F,lm,0
103662,16,M,lm,1
156059,24,F,w,0
37311,59,F,um,95000
43640,48,F,um,6
43819,34,M,um,72110
7485,21,F,um,8000
11813,33,M,um,199000
74792,42,M,um,78000
145627,54,F,lm,31119
109204,75,M,lm,55879
57498,69,F,lm,29767
138722,35,M,lm,17456
40351,52,F,um,24000
143141,35,F,lm,29401
124007,76,M,lm,35633
85348,25,M,w,22000
19688,26,M,um,42000
146018,61,M,lm,5722
183847,46,M,l,0
136152,35,F,w,19496
115765,28,F,l,0
69799,35,M,um,46647
118351,41,F,lm,20000
106375,22,F,l,12000
118595,37,M,lm,49122
45562,32,M,um,63010
176979,63,M,l,9654
178084,29,F,l,8796
28597,69,M,um,90276
34143,19,M,um,32800
15450,67,M,um,67813
40634,35,F,l,100
107898,41,F,lm,15000
89085,58,F,lm,10
137049,66,F,lm,34083
17147,58,F,um,121913
3605,60,M,um,28105
129462,57,F,lm,10506
6628,56,M,um,153500
118442,69,M,w,21664
38219,60,M,um,91176
56329,71,M,um,29872
55906,29,F,um,0
113198,26,M,lm,33150
70785,37,F,um,46000
137994,25,M,l,14000
54996,58,M,um,80382
175818,53,F,l,10400
98601,66,F,lm,10
47600,39,F,um,65000
39424,43,F,um,10029
147671,61,M,w,8000
129838,39,F,w,14000
131095,85,F,lm,40142
134246,26,M,lm,7540
152282,27,F,w,0
135928,24,M,w,16515
17372,37,F,um,45000
180359,21,F,l,5600
129556,52,F,lm,10860
3543,44,F,um,63370
156557,15,M,w,0
113938,17,F,w,0
132804,74,M,lm,30756
91407,58,M,lm,70008
36680,63,F,um,12949
29797,22,F,um,6510
47453,18,F,um,0
111338,80,F,lm,7848
40911,61,M,um,125000
170108,43,F,l,0
69465,44,F,um,50000
158901,53,F,w,22880
51333,47,F,um,32000
42816,59,M,um,75766
56855,45,F,lm,31054
169484,64,F,l,15516
169227,75,M,l,15659
95939,56,M,lm,12001
40014,20,F,um,0
174875,26,F,l,11376
95228,27,M,lm,27047
43899,45,F,um,45123
155024,45,F,l,0
130441,40,F,lm,40620
70369,29,M,lm,40000
164216,65,F,w,19473
82692,47,M,um,38500
51623,49,M,um,72008
140814,66,F,lm,14444
31525,25,M,lm,37720
72747,45,F,um,30000
65971,40,M,lm,50058
15540,32,F,um,90002
137543,38,F,lm,36150
113826,32,F,w,17000
58121,24,F,um,16000
24371,54,F,um,25017
162903,29,F,w,0
51450,19,M,um,0
168211,44,M,w,10000
42299,41,F,um,51
62342,32,F,um,30100
168659,57,F,w,13000
120057,34,F,w,29000
165016,68,F,w,9315
82112,61,F,um,13571
17289,73,M,um,148675
118973,37,F,lm,49005
177142,42,M,l,9576
58599,32,M,um,101051
3650,61,F,um,267128
41435,47,M,um,38016
140195,32,F,lm,0
164356,71,M,w,14460
92806,57,F,lm,2600
67431,34,M,w,26300
137672,16,F,lm,0
55204,80,M,um,93659
21774,17,F,um,12659
48186,30,M,um,93050
2000,57,M,u,110025
180743,44,F,l,0
89186,30,M,lm,71000
145288,85,F,lm,19260
